texto,fecha,emocion
"Todo para adelante Dr. Es ud. Nuestra esperanza par transformar al estado, vamos con todo",30/09/2023 00:00,optimism
Todo el apoyo Dr. Carlos Lomelí,30/09/2023 00:00,neutral
"Buen día Dr. Carlos Lomelí Bolaños siempre trabajando incansable por el pueblo, saludos.",30/09/2023 00:00,neutral
Gracia doctor por compartir esta información👏🏼,30/09/2023 00:00,neutral
Estamos con usted Doctor Lomeli,30/09/2023 00:00,neutral
Excelente,30/09/2023 00:00,admiration
Felicidades doctor asus ordenes,30/09/2023 00:00,neutral
Dr a ver si usted me puede ayudar ya qué parece ser al único que le importa la condición del agua en Jalisco meses xon el problema y no hacen nada! Nos están envenenando,30/09/2023 00:00,sadness
"El Doctor Si Puede
Próximo coordinador en Jalisco de los comités de defensa de la4T.",30/09/2023 00:00,neutral
Saludos De.,30/09/2023 00:00,neutral
"Basta de la dictadura naranja, es tiempo de la esperanza Dr. Carlos Lomeli SI PUEDE",30/09/2023 00:00,optimism
Chale faltas que trabajen,30/09/2023 00:00,disgust
Suerte Doctor Lomeli Vamos Que Usted Ganará,30/09/2023 00:00,optimism
SÍ PUEDE!!!!!!!! Dr. Carlos Lomelí,30/09/2023 00:00,approval
Es un honor estar con el doctor!!!!!,30/09/2023 00:00,joy
❤️,30/09/2023 00:00,love
Pan y circo es lo que nos da el gobierno actual,30/09/2023 00:00,neutral
Excelente semana,30/09/2023 00:00,admiration
Dr Lomelí,30/09/2023 00:00,neutral
Vamos usted puede doctor,30/09/2023 00:00,neutral
Necesitamos ayuda con el problema de agua que nos manda el Siapa Gdl,30/09/2023 00:00,caring
Extraordinario 💯🙏👍,30/09/2023 00:00,surprise
Aquí seguimos atentas👌🏼👏🏼,30/09/2023 00:00,neutral
Morena es Lorenzo Córdoba,30/09/2023 00:00,neutral
4T a Jalisco con el Dr. Carlos Lomelí Bolaños y con el apoyo de Tonalá,30/09/2023 00:00,neutral
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Juntos por Jalisco con el doctor Lomeli gobernador,09/10/2023 00:00,neutral
Hola Dr lomeli bonita noche cuente con mi voto,30/09/2023 00:00,approval
"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",09/10/2023 00:00,neutral
Que llegue la transformación a Jalisco,30/09/2023 00:00,neutral
Estamos seguros que de su mano llegará la transformación a nuestro estado. Saludos desde Atotonilco el Alto.,30/09/2023 00:00,optimism
"Fan destacado
Jose Gregorio Iturralde Torres",30/09/2023 00:00,neutral
"La 4T va con todo, vamos a ganar compañeros",30/09/2023 00:00,optimism
Y que avance la cuarta transformación en Jalisco dios lo bendiga doctor ￼￼,30/09/2023 00:00,caring
"Con el ejemplo de lucha y tenacidad de nuestro Presidente, vamos a construir la Transformación de Jalisco, a darle estimado Doctor 🙌🏽🇱🇻🇺🇦",30/09/2023 00:00,approval
"Así será Dios mediante, xq Usted es la mejor opción para Jalisco.",30/09/2023 00:00,admiration
"Se nesecita conocimiento, querer , tener ganas y una buena vision para aser las cosas y usted Dr. Carlos Lomelí Bolaños las tiene todas y mas que eso .

Usted tiene el perfil necesario , tiene carisma y buena aseptacion y aunado a ello una buena política..

Y eso no cualquiera lo tiene ,, yo creo que reuniendo todos esos factores cualquiera es competente,,,pe
ro entre ellos usted es el mejor...👏👏👏",30/09/2023 00:00,admiration
"Con el Doctor Carlos Lomeli, tenemos garantizada la transformación en Jalisco",30/09/2023 00:00,approval
A seguir la lucha doctor Carlos Lomeli si se puede,30/09/2023 00:00,neutral
Es Correcto ahora Morena SI Por Jalisco Dr Lomeli Nuestro Próximo Gobernador,30/09/2023 00:00,neutral
"Y que siga la 4a, transformación",30/09/2023 00:00,neutral
Misión Cumplida!,30/09/2023 00:00,optimism
Ayuden con el problema del Siapa Gdl,30/09/2023 00:00,caring
4T a Jalisco con el Dr. Carlos Lomelí Bolaños y con el apoyo de Tonalá 👏,30/09/2023 00:00,desire
Juntos por Jalisco con el doctor Lomeli,30/09/2023 00:00,neutral
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Los mejores de todo México,30/09/2023 00:00,admiration
Saludos Dr desde Tlaquepaque,30/09/2023 00:00,neutral
"Solo
Uno 😞",30/09/2023 00:00,neutral
"Adelante Dr. Carlos Lomelí Bolaños por un mejor Jalisco, saludos próximo gobernador",30/09/2023 00:00,neutral
"Desde El Salto doc, con todo por la transformación de Jalisco ánimo compañeros hasta la victoria",30/09/2023 00:00,neutral
Saludos Dr. Carlos Lomelí desde Tonalá,09/10/2023 00:00,neutral
"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",09/10/2023 00:00,neutral
Tonalá y el equipo del regidor Alejandro Buenrostro está con usted Dr. Carlos Lomelí Bolaños próximo gobernador de Jalisco,30/09/2023 00:00,neutral
Saludos Dr. Carlos Lomelí Bolaños un fuerte abrazo desde Tonalá para usted de parte de su equipo con el regidor Alejandro Buenrostro 🤛🤛🫡,30/09/2023 00:00,caring
"En Jalisco la transformación llegará de la mano del Dr.
Lomelí !Si puede!",30/09/2023 00:00,neutral
Solo 1 😬✨,30/09/2023 00:00,sadness
Sólo uno.,30/09/2023 00:00,neutral
Un abrazo Dr Lomeli Bolaños Recuerda que juntos haremos historia viva MORENA 😍,30/09/2023 00:00,approval
Ninguno......,30/09/2023 00:00,neutral
Adelante Dr. Carlos Lomelí Bolaños estamos con usted,30/09/2023 00:00,caring
Con el pueblo y para el pueblo con el doctor Lomeli juntos por Jalisco y el profe julio en Ocotlán Jalisco,30/09/2023 00:00,neutral
El salto con el Dr. Lomelí,30/09/2023 00:00,neutral
Claro que se puede Dr. Carlos Lomelí Bolaños cuente con nuestro apoyo 🤗👍,30/09/2023 00:00,approval
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Si se puede doctor lomelí vamos con todo,30/09/2023 00:00,neutral
Saludos somos sus seguidores familia ciprian presente,30/09/2023 00:00,neutral
Vamos Todos Con el Doctor Lomeli Vamos Todos,30/09/2023 00:00,neutral
"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",09/10/2023 00:00,neutral
Estamos con usted y con Regidor Alejandro Buenrostro en Tonalá,09/10/2023 00:00,neutral
"Es lo que necesita Jalisco , un gobierno cercano y sensible a las personas .",30/09/2023 00:00,approval
"Animo doc, es el tiempo de la esperanza",30/09/2023 00:00,joy
Así será por Jalisco con todo Morena SI Dr Lomeli Nuestro Próximo Gobernador,30/09/2023 00:00,neutral
Viva la4t,30/09/2023 00:00,neutral
"Dr. Carlos Lomelí
SI PUEDE!!!!!!
Jalisco lo Necesita",30/09/2023 00:00,neutral
Y sin el pueblo nada. Ánimo!,30/09/2023 00:00,joy
Vamos con el Dr. Carlos Lomelí Bolaños distrito 19,30/09/2023 00:00,neutral
Vamos doctor lomeli,09/10/2023 00:00,neutral
Dr. Carlos Lomeli...Con el pueblo todo sin el pueblo nada.,30/09/2023 00:00,neutral
Amor con amor se paga,30/09/2023 00:00,neutral
"Al 100 con usted Dr,Carlos LOMELI como siempre lo hemos estado.",30/09/2023 00:00,neutral
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Juntos por Jalisco lograremos el triunfo con el doctor Lomeli gobernador,30/09/2023 00:00,optimism
"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",09/10/2023 00:00,neutral
Todos con la 4T y el Movimiento adelante Dr Lomeli Jalisco debe pertenecer a la 4T. 👍👏👏👏,30/09/2023 00:00,neutral
Tiene mucha razón Dr. Lomeli de hechó en las fábricas alas mujeres de producción le dan el trabajo más pesado a .i hija le tocó en la Rosa cargar cubetas de 20 litros llenando una tarimas tuvo haciendo de trabajo yse le cayó una cubeta en la parte de la derecho ella quiso sostener pero es imposible 20 kilos y en el Imss le dijeron que era accidente de trabajo cuándo la fábrica decía que cuando los hombre estaban en las tolvas poniendo el temario y ellos no limpiaban el tamarido tinen que ser las mujeres y con las manos si protección y basta donde esta la igualdad de género gracias a Dios Jesucristo que mi hija no valoran a la mujeres sea en cualquier trabajo desde producción hasta con una licenciatura aves por nuestra necesidad pero gloria a Dios ya está en lo administrativo tiene su licenciatura trunca yo soy madre soltera me enferme y tu que trabajar de producción valora mi hija porque sabe que no es correcto como las tratan por igual a todas las mujeres tienen nuestro apoyo saludos,30/09/2023 00:00,neutral
Vamos bien doctor,30/09/2023 00:00,caring
Todo palante sin parar doctor Carlos Lomeli!,30/09/2023 00:00,neutral
El doctor Carlos Lomeli SÍ PUEDE.,30/09/2023 00:00,neutral
"Ánimo dr, lomelí ni un paso atrás ni pa agarrar vuelo, juntos vamos a transformar Jalisco como de que no.",30/09/2023 00:00,neutral
"Al 100 con ud doctor lomeli, el apoyo desde cajititlan Tlajomulco",30/09/2023 00:00,neutral
El Salto con el Dr. Lomeli 💪💪💪💪,30/09/2023 00:00,neutral
"¡Estimado Dr. Carlos Lomelí Bolaños felicidades por tu compromiso y visión para transformar Jalisco! Estamos contigo al 100% porque sabemos que #SíPuede liderar este cambio tan necesario. 💪🏼🌟 #TransformaciónD
eJalisco",30/09/2023 00:00,admiration
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Ocotlán Jalisco está con el doctor Lomeli compromiso y trasformación de Jalisco seguimos avanzando,30/09/2023 00:00,approval
Felicidades doctor por ese logro,30/09/2023 00:00,excitement
Todos con usted doctor lomelí,30/09/2023 00:00,neutral
Vamos con todo Dr Lomelí,30/09/2023 00:00,neutral
"Una vez más morena dando ejemplo.
En el Salto estamos con Doctor Lomeli 🩺.♥️",30/09/2023 00:00,approval
"Muy buenas tardes Dr Carlos Lomelí...FELICI
DADES sabemos y confiamos que con usted al frente con MORENA se lograra ese cambio que tanto Estamos esperando...VAM
OS CON TODO...en hora buena PONCITLAN siempre Presente.",30/09/2023 00:00,caring
"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",09/10/2023 00:00,neutral
"La sencillez y el cariño que Usted le tiene a Jalisco es lo que lo diferencia de todos los demás, Dr.
Saludos desde Tonalá
Somos del equipo del Regidor Alejandro Buenrostro .",16/10/2023 00:00,neutral
Mucho Dr. Lomeli la cultura que proviene del esfuerzo se transforma en progreso y bienestar para el pueblo,30/09/2023 00:00,neutral
"#FLZMJ24
#JR24
#EPG24
#RB24
#drlomeligoberna
dor
SEGUIMOS FIRMES HOMBRO CON HOMBRO VIVA MORENA MOVIMIENTO DE REGENERACIÓN NACIONAL JALISCO",30/09/2023 00:00,neutral
Adelante Dr. Lomeli. Saludos desde Vallarta,30/09/2023 00:00,neutral
Me siento feliz con el dr. Lomeli,30/09/2023 00:00,joy
Hola saludos Dr lomeli,30/09/2023 00:00,neutral
Carlos lomelí próximo gobernador ✅,30/09/2023 00:00,sadness
"Sin palabras Doc Qué Dios ilumine tu camino,
Espero pronto platicar contigo..",30/09/2023 00:00,optimism
Los Trabajos Coordinados Dan El Mejor Resultado Si Se Puede Doctor Lomeli Vamos Todos,30/09/2023 00:00,approval
"Muchas felicidades, Dr. Carlos Lomelí Bolaños. Apoyamos su proyecto y empujaremos el proceso de transformación para que la 4T llegue a Jalisco.",30/09/2023 00:00,gratitude
"Estamos con usted Dr Lomeli....vamos
por la gobernatura....
para un verdadero cambio en Jalisco",30/09/2023 00:00,caring
Asy es la fuerza ASE la unión al cien con usted la delante la delante para atrás nada solo para agarrar impulso para adelante para adelanté si se puede ay ya lo veo gobernando a Jalisco si señor,30/09/2023 00:00,neutral
"Hola buenas noches,como o donde podemos encontrar información,par
a como abordar a los que no creen en la cuatro t (4t) y convencerlos. Que es la mejor opción, No la mejor la única Opción que hay también conseguir los estatutos en que página los puedo encontrar??",30/09/2023 00:00,neutral
Carlos Lomeli #SiPuede,30/09/2023 00:00,neutral
Ánimo Dr. Teuchitlán con usted !,30/09/2023 00:00,neutral
Lograremos el triunfo en el 24 con el doctor Lomeli y el profe julio en Ocotlán Jalisco a pollo total para trasformación de Jalisco,30/09/2023 00:00,optimism
"Mi apoyo a usted Dr. Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro, no queremos gente de Guadalajara que quiera elegirse en Tonalá, que sea simuladora y soberbia y que no vive en Tonalá, Tonalá para los Tonaltecas.",09/10/2023 00:00,caring
Es un echo con el doctor Carlos Lomeli,30/09/2023 00:00,neutral
Con orgullo hasta transformar en oportunidades a jalisco con el dr lomeli,30/09/2023 00:00,pride
Se puede 👍,30/09/2023 00:00,approval
Todo el apoyo desde Tonalá Dr. Carlos Lomelí,30/09/2023 00:00,gratitude
Ahora si se acuerda que le decia que era mi Gallo Por el bien de Jalisco Dr Lomeli,30/09/2023 00:00,neutral
Claro que sé puede siempre adelante doc Carlos,30/09/2023 00:00,approval
"Todo el apoyo al Dr Carlos Lomeli y al Regidor de Tonalá Alejandro Buenrostro somos de Tonalá, Tonalá para los que viven en Tonalá",09/10/2023 00:00,neutral
Claro todo el apoyo . Mi gobernador mi gran amigo dr lomeli.,30/09/2023 00:00,approval
Con todo xel bien de jalisco y cihuatlan ocupamos un verdadero canbio saludos desde cihuatlan,30/09/2023 00:00,joy
Todos con usted doctor lomelí próximo gobernador,30/09/2023 00:00,neutral
El cambio que Jalisco ya se merece 💪,30/09/2023 00:00,realization
Claro con gente q este al cien no prestanombres,30/09/2023 00:00,neutral
Si se puede doctor vamos Doctor estamos con ustedes bravo bravo,30/09/2023 00:00,admiration
"Lograremos la transformación de Jalisco
Éxito Doctor",30/09/2023 00:00,optimism
Dr. Cuenta con todo mi apoyo,30/09/2023 00:00,caring
Se logrará juntos por un mejor Jalisco y sus municipios juntos aremos historia 4T Jalisco,30/09/2023 00:00,optimism
Jalisco con usted doctor necesitamos un cambio urgente,30/09/2023 00:00,neutral
Si se puede todos con lo Meli arriba morena,30/09/2023 00:00,neutral
El dia que publicamente se comprometa a tumbar esa ley de verificacion y ante notario publico ganara mi voto y miles mas saludos,30/09/2023 00:00,neutral
"Pues esperemos que con su triunfo quite esa porquería de vereficentros apocritos
Y que quite la verificación y si a la afinación,,,y que cumpla por escrito
Si no Nay ,,,,,VOOTO",30/09/2023 00:00,optimism
Todos Unidos Mexicanos con Morena y la 4 T Plan C Todos Unidos,30/09/2023 00:00,approval
"Así será Dios mediante, Jalisco tendrá un digno representante",30/09/2023 00:00,approval
"Fan destacado
Teresa Arredondo",30/09/2023 00:00,neutral
SI Se Puede Por Jalisco Morena SI DR Lomeli Nuestro Próximo Gobernador,30/09/2023 00:00,neutral
MORENA VA CON EL DR LOMELÍ!!,30/09/2023 00:00,neutral
Vamos a ganar 🇱🇻,30/09/2023 00:00,excitement
Vamos Con Todo,30/09/2023 00:00,approval
Asi es Dr. Carlos Lomelí Bolaños nuestro proximo Gobernador de Jalisco,30/09/2023 00:00,neutral
"Felicidades
Doctor Lomeli",30/09/2023 00:00,neutral
Fue un honor haber acompañado al doctor en un día tan importante muchas felicidades doctor apoyo total para usted.,30/09/2023 00:00,gratitude
"Que la 4T llegue a Jalisco con el Dr Lomelí a la cabeza. Saludos desde El Limón, Jalisco",30/09/2023 00:00,neutral
Éxito y saludos desde Puebla México.,30/09/2023 00:00,neutral
Asi es doc. Familia ciprian presento todos con morena x el bien de todos saludos desde cihuatlan,30/09/2023 00:00,approval
"Adelante doctor Lomeli, todo mi apoyo desde Tuxpan.",30/09/2023 00:00,gratitude
"Saludos Dr Lomelí, felicidades, apoyo total.",30/09/2023 00:00,gratitude
Vamos doc. Carlos. Lomelí Vamos por la victoria su amigo Damian Almaguer,30/09/2023 00:00,neutral
"Muy bien, Dr. Muchas felicidades, como siempre hacia adelante",30/09/2023 00:00,admiration
"Adelante!!Dr.Ca
rlos.Mucho éxito.
Saludos afectuosos.",30/09/2023 00:00,caring
"Udt Morena Unión de TVLA con usted mi querido Dr. Carlos Lomelí Bolaños. Trabajando paso a paso estamos.
Vamos..... SI PUEDE!!!!!",30/09/2023 00:00,neutral
"Bravo Carlitos, ahí estaremos apoyando.",30/09/2023 00:00,caring
